1,1721,4
1,938,4
1,2355,5
1,3186,4
1,919,4
2,736,4
2,163,4
2,3654,3
2,457,4
2,2359,3
2,1198,4
2,1873,4
2,498,3
2,1225,5
2,3257,3
2,2427,2
2,1084,3
2,1917,3
3,1049,4
3,3114,3
3,260,5
3,593,3
4,480,4
5,2692,4
5,3081,3
5,1175,5
5,2333,4
5,1191,2
5,29,5
5,176,4
5,1594,1
5,1213,5
5,194,3
5,1732,5
5,2759,3
5,1610,4
5,461,3
5,215,3
5,3386,2
5,551,4
5,2029,4
5,1392,4
5,1653,2
5,1529,4
5,2427,5
5,509,4
5,1466,3
6,1,4
6,2406,5
6,2081,4
6,2858,1
6,912,4
6,2966,5
6,3578,4
7,3107,3
7,1196,5
7,349,5
7,3256,5
7,3418,3
7,3578,3
8,1411,5
8,73,4
8,2858,5
8,1836,4
8,3250,3
8,2324,3
8,1721,5
8,24,4
8,345,3
8,58,5
8,1693,3
8,510,3
9,1923,5
9,3717,3
9,1639,4
9,1704,4
9,1148,4
9,3751,4
9,16,4
9,1617,4
9,3510,3
9,1265,4
9,3452,2
10,3591,5
10,648,4
10,3593,4
10,2959,3
10,784,3
10,2321,4
10,1682,5
10,2094,4
10,923,3
10,924,3
10,3358,5
10,1200,5
10,2599,5
10,1198,5
10,1584,5
10,1204,4
10,1079,5
10,2105,5
10,2874,5
10,2371,4
10,339,5
10,587,5
10,720,5
10,3155,5
10,2135,4
10,2393,4
10,3087,5
10,2012,5
10,3255,4
10,351,4
10,3809,5
10,1250,3
10,3812,4
10,3175,5
10,765,4
10,595,5
10,3447,5
10,2043,5
10,1276,3
10,253,5
11,608,5
11,1136,4
11,357,1
11,3178,4
11,110,3
11,272,2
11,2706,2
11,2355,1
11,3129,4
11,2076,4
12,1252,3
12,111,5
13,2628,3
13,3269,3
13,1287,5
13,457,2
13,1196,5
13,1262,4
13,2617,3
13,2916,3
13,1722,3
14,2826,2
15,3105,3
15,1892,4
15,1092,4
15,2598,3
15,161,4
15,1196,4
15,2506,2
15,748,3
15,1784,3
15,2126,3
15,1885,2
15,1617,3
15,1644,3
15,3948,3
15,2840,4
15,260,4
15,762,3
15,2683,4
15,1370,4
15,266,4
15,442,3
16,2392,2
16,2770,3
16,2485,3
17,260,5
17,2311,4
17,2321,5
17,1301,5
17,1179,5
17,3484,2
17,34,5
17,3300,4
17,2346,3
17,1196,5
17,3503,5
17,1206,5
17,1210,4
17,1601,3
17,3147,4
17,610,4
17,1614,5
17,1748,5
17,1240,5
17,3033,4
17,3418,4
17,2912,4
17,2529,4
17,866,5
17,2916,5
17,2664,5
17,750,5
17,3696,3
17,3700,4
17,1653,5
17,3156,4
17,1019,5
17,2173,5
17,2046,4
18,902,5
18,2391,1
18,653,3
18,158,4
18,288,4
18,2723,1
18,2470,3
18,2872,5
18,3257,2
18,2116,4
18,1094,4
18,1357,5
18,1617,5
18,1234,5
18,596,4
18,2005,5
18,86,3
18,1367,1
18,2020,5
18,1882,1
18,2018,4
18,2404,2
18,2153,3
18,2422,1
18,2686,5
19,3717,4
19,2700,4
19,3213,3
19,1552,3
19,405,1
19,2454,4
19,1431,2
19,2713,2
19,2716,4
19,2976,5
19,3114,4
19,2989,4
19,1198,4
19,3635,5
19,3638,4
19,2746,4
19,2366,4
19,1345,3
19,2640,3
19,3409,2
19,2646,2
19,2139,4
19,1756,4
19,1258,5
19,1772,4
19,1270,5
19,377,4
20,1468,3
20,1694,3
20,1375,3
21,1,3
21,2761,3
21,2700,5
21,585,3
22,1291,4
22,2193,4
22,3033,4
22,474,3
22,671,5
22,32,4
22,161,3
22,2395,4
22,292,3
22,1196,4
22,1197,3
22,3254,3
22,442,2
22,1476,3
22,1479,2
22,2249,4
22,1994,4
22,2133,3
22,2134,2
22,216,2
22,2265,4
22,858,4
22,1883,2
22,223,4
22,353,1
22,2150,3
22,1394,5
23,2948,4
23,3338,3
23,911,5
23,16,4
23,2322,3
23,915,3
23,21,4
23,2692,5
23,1306,5
23,3503,3
23,3740,5
23,2985,5
23,45,4
23,47,2
23,1200,3
23,1212,3
23,70,4
23,2253,2
23,3920,2
23,2005,1
23,1625,4
23,1243,3
23,1500,4
23,3551,3
23,2529,3
23,2917,5
23,2160,4
23,1909,3
23,377,5
23,661,2
24,3104,4
24,608,5
24,2915,4
24,2795,4
24,2657,4
24,1965,3
24,2987,4
24,3361,4
24,2797,4
24,1777,4
24,50,5
24,597,4
24,2023,3
24,1784,3
24,1959,5
24,2716,4
25,2692,5
25,3174,4
25,3751,3
25,1544,3
25,2571,3
25,1198,5
25,688,4
25,2574,3
25,1917,4
25,223,5
26,3584,4
26,260,3
26,648,3
26,2313,3
26,3082,4
26,1422,3
26,784,1
26,276,3
26,2712,3
26,1307,4
26,2335,2
26,3360,5
26,424,3
26,1198,3
26,3253,2
26,694,3
26,1801,3
26,500,3
26,3261,5
26,1461,2
26,1347,2
26,1101,4
26,207,5
26,3448,2
26,466,2
26,597,4
26,1883,2
26,3552,3
26,3426,3
26,2915,4
26,3686,4
26,2412,2
26,2798,1
26,1135,4
26,2420,3
26,1013,3
26,1784,5
26,1556,2
26,3194,5
26,2683,1
26,252,4
26,2558,3
27,898,5
27,1225,3
27,2858,5
27,3469,5
27,2289,4
27,2100,2
27,2997,5
27,3030,5
27,1180,4
27,2005,1
28,2080,3
28,1537,4
28,930,5
28,260,4
28,357,3
28,3334,4
28,1249,2
28,650,3
28,1277,4
28,1968,5
28,608,4
28,3260,3
28,906,4
28,2174,3
28,1247,5
29,480,4
29,2660,3
29,1610,3
29,1291,3
29,3468,3
29,1101,3
29,3370,3
29,1215,2
30,1265,4
30,2442,3
30,3260,3
30,162,2
31,3040,3
31,2657,4
31,587,3
31,2870,3
31,3244,3
31,3690,4
31,1259,4
31,3948,3
31,2064,3
31,1265,5
31,2915,3
31,368,3
31,3448,3
31,3451,3
31,2078,4
31,3039,5
32,1088,4
32,608,4
32,745,4
32,2028,3
32,1296,5
32,1784,3
32,2108,5
33,1792,4
33,2433,3
33,260,5
33,2186,3
33,1175,2
33,2959,3
33,1300,5
33,3551,3
33,919,4
33,2948,4
33,927,2
33,1699,1
33,1189,5
33,2739,2
33,3167,3
33,1721,5
33,1247,3
33,1084,4
33,1213,5
33,1225,5
33,589,4
33,2640,4
33,1955,5
33,1295,2
33,3421,2
33,3935,2
33,3168,3
33,1339,5
33,1892,3
33,1125,4
33,230,3
33,2922,3
33,3435,4
33,1517,4
33,3186,3
33,1012,3
33,2423,3
33,3576,3
33,1017,3
33,2941,4
33,2174,3
34,1680,5
34,2915,4
34,1028,5
34,933,5
34,2406,4
34,7,3
34,2792,4
34,2375,5
34,3408,4
34,529,3
34,1895,3
34,2133,5
34,3608,3
34,605,4
35,2081,2
35,2692,4
35,3365,4
35,2087,4
35,2088,4
35,1225,4
35,2922,3
35,7,2
35,1198,4
35,945,4
35,914,3
35,1704,4
35,3566,4
35,1302,3
35,3831,3
35,708,4
35,3675,3
35,1148,4
35,2312,4
35,3461,4
36,1920,2
36,2694,3
36,2540,4
36,3087,4
36,1827,5
36,2599,4
36,296,5
36,1449,4
36,2352,4
36,3763,4
36,1208,5
36,1081,3
36,2369,4
36,1090,5
36,2502,3
36,3527,5
36,1356,5
36,3408,5
36,593,5
36,595,4
36,1372,2
36,2155,4
36,2028,4
36,1264,5
36,1320,3
36,1875,3
36,1653,5
36,377,5
36,1147,4
36,2687,5
37,2321,4
37,788,1
37,605,5
37,1265,3
38,357,5
38,265,2
38,74,3
38,364,4
38,46,3
38,2324,5
38,2805,3
38,2297,2
38,586,4
39,2433,2
39,2599,5
39,2826,2
39,3175,4
39,2772,4
39,3354,2
40,736,4
40,2,5
40,1254,4
40,1580,3
40,2669,3
40,592,2
40,466,4
40,3417,5
40,2202,5
40,2748,3
40,1242,4
40,2366,3
41,2710,4
41,2719,4
42,2949,4
42,1287,4
42,2064,3
42,3095,2
42,3740,4
42,3114,4
42,172,4
42,1197,4
42,2105,5
42,3701,3
42,66,2
42,2641,4
42,2134,4
42,1240,5
42,3552,5
42,610,4
42,356,5
42,2001,3
42,1518,4
42,1909,3
42,2423,4
42,2858,4
43,2707,5
43,2396,5
44,2054,3
44,3466,3
44,1291,5
44,151,4
44,2968,2
44,1307,4
44,2716,4
44,34,4
44,3623,3
44,2460,1
44,2657,2
44,3000,3
44,1210,5
44,2622,4
44,1986,1
44,3011,2
44,2628,4
44,1223,5
44,1097,5
44,593,5
44,2135,4
44,858,3
44,2396,5
44,2399,4
44,2017,2
44,2297,4
45,3852,4
45,276,3
45,25,4
45,2716,5
45,1441,3
45,3874,3
45,2339,3
45,2340,2
45,168,3
45,3501,4
45,2100,4
45,1083,3
45,2245,5
45,140,4
45,588,3
45,3534,2
45,2146,2
45,1380,3
45,3045,2
45,1390,3
45,2168,3
45,3450,4
45,252,2
46,3273,5
46,1347,5
46,2628,1
48,2816,2
48,513,3
48,2050,2
48,1411,4
48,902,5
48,3081,3
48,2059,3
48,514,2
48,1944,4
48,2194,3
48,151,3
48,24,3
48,1307,3
48,542,3
48,2335,3
48,34,3
48,6,4
48,39,3
48,168,3
48,553,4
48,3499,3
48,1198,5
48,2991,3
48,2993,4
48,1259,3
48,543,3
48,1920,2
48,2501,4
48,2759,3
48,1097,4
48,333,3
48,1104,4
48,1233,3
48,2643,2
48,340,3
48,3259,4
48,2135,3
48,3033,4
48,474,3
48,3809,2
48,2863,5
48,2530,3
48,3555,3
48,2916,3
48,485,2
48,486,2
48,3793,3
48,1831,2
48,2412,2
48,239,2
48,1457,2
48,372,3
48,3062,3
48,2297,3
48,2683,3
49,1356,4
49,592,3
49,1554,4
49,1907,4
49,661,3
49,377,5
49,1274,4
49,1215,2
49,3101,4
49,159,5
50,3616,2
50,1600,3
50,1282,3
50,3717,3
50,1466,3
50,3483,3
51,3617,4
51,3594,3
51,34,4
51,2294,4
52,593,4
52,2706,5
52,733,5
52,886,4
52,1277,3
53,513,4
53,2178,5
53,427,1
53,1028,5
53,2311,5
53,265,4
53,2720,2
53,1294,5
53,3471,5
53,17,5
53,2450,4
53,2580,5
53,2478,2
53,1687,5
53,2840,3
53,1051,2
53,2183,5
53,3418,5
53,2078,5
53,2080,4
53,1954,5
53,2725,3
53,1704,5
53,3499,5
53,1196,5
53,3198,5
53,3246,4
53,175,1
53,2096,4
53,565,3
53,3255,4
53,2746,5
53,2143,5
53,446,5
53,3509,4
53,3264,4
53,1345,4
53,1729,4
53,3270,4
53,3527,5
53,3918,4
53,2000,4
53,337,4
53,2003,4
53,724,4
53,590,4
53,2264,2
53,2393,3
53,2138,5
53,1884,4
53,3550,5
53,718,5
53,736,4
53,3654,5
53,611,2
53,32,4
53,593,5
53,1259,5
53,1772,2
53,494,4
53,1214,5
53,1272,5
53,1658,5
53,1660,5
53,2046,4
53,1407,4
54,1278,5
55,2761,5
55,527,5
56,1,5
56,36,4
56,2542,5
56,2580,4
56,3246,3
56,440,4
57,2310,3
57,648,1
57,3753,3
57,2804,5
57,661,4
57,3286,1
57,1466,3
57,3646,1
